id,name,body_part,page,image_url
19701101,"Estiramiento de hombros erguidos de pie","Shoulders",135,"https://lyfta.app/images/exercises/19701101.png"
19711101,"Estiramiento inverso del hombro","Shoulders",120,"https://lyfta.app/images/exercises/19711101.png"
19781101,"Estiramiento del aductor y retractor del extensor del hombro","Shoulders",127,"https://lyfta.app/images/exercises/19781101.png"
19801101,"Estiramiento de hombros a travÃ©s del pecho","Shoulders",81,"https://lyfta.app/images/exercises/19801101.png"
19831101,"Estiramiento de alcance hacia arriba del hombro","Back",135,"https://lyfta.app/images/exercises/19831101.png"
19861101,"Estiramiento de los rotadores del brazo hacia arriba","Shoulders",156,"https://lyfta.app/images/exercises/19861101.png"
19871101,"Estiramiento de los rotadores del brazo hacia abajo","Shoulders",156,"https://lyfta.app/images/exercises/19871101.png"
20711101,"Empujes de cadera con una sola pierna","Hips",39,"https://lyfta.app/images/exercises/20711101.png"
20871101,"Estiramiento del transportador y elevador del aductor del hombro","Shoulders",146,"https://lyfta.app/images/exercises/20871101.png"
20891101,"Estiramiento de dedos","Forearms",104,"https://lyfta.app/images/exercises/20891101.png"
20901101,"Estiramiento del antebrazo con las palmas hacia afuera","Forearms",74,"https://lyfta.app/images/exercises/20901101.png"
20911101,"Estiramiento del antebrazo con los dedos hacia abajo","Forearms",79,"https://lyfta.app/images/exercises/20911101.png"
20971101,"Estiramiento de los dedos de separaciÃ³n","Forearms",127,"https://lyfta.app/images/exercises/20971101.png"
21041101,"Estiramiento del talÃ³n de Aquiles inclinado hacia atrÃ¡s","Calves",109,"https://lyfta.app/images/exercises/21041101.png"
21071101,"Estiramiento de vaca","Hips Waist",40,"https://lyfta.app/images/exercises/21071101.png"
21081101,"Estiramiento del estÃ³mago inclinado hacia atrÃ¡s de pie","Waist",114,"https://lyfta.app/images/exercises/21081101.png"
21111101,"Estiramiento giratorio del estÃ³mago","Waist",114,"https://lyfta.app/images/exercises/21111101.png"
21121101,"ExtensiÃ³n de cadera apoyada desde atrÃ¡s","Back Waist",156,"https://lyfta.app/images/exercises/21121101.png"
21161101,"Estiramiento de rodillas tumbadas","Hips Waist",78,"https://lyfta.app/images/exercises/21161101.png"
21181101,"Estiramiento lateral sentado","Waist",135,"https://lyfta.app/images/exercises/21181101.png"
21211101,"InclinaciÃ³n lateral acostada","Back Waist",212,"https://lyfta.app/images/exercises/21211101.png"
21231101,"Estiramiento de oblicuos asistido","Back Waist",186,"https://lyfta.app/images/exercises/21231101.png"
21241101,"InclinaciÃ³n lateral en el suelo arrodillÃ¡ndose","Waist",114,"https://lyfta.app/images/exercises/21241101.png"
21331101,"Los agricultores caminan","Thighs",64,"https://lyfta.app/images/exercises/21331101.png"
21381101,"Carrera en bicicleta estacionaria","Thighs",104,"https://lyfta.app/images/exercises/21381101.png"
21441101,"Press de pecho sentado con cable","Chest",26,"https://lyfta.app/images/exercises/21441101.png"
21461101,"Hip Thrust con palanca","Hips",67,"https://lyfta.app/images/exercises/21461101.png"
21471101,"Hip Thrust con palanca con banda de resistencia","Hips",79,"https://lyfta.app/images/exercises/21471101.png"
21501101,"Almeja de banda de resistencia","Hips",94,"https://lyfta.app/images/exercises/21501101.png"
21601101,"Banda de resistencia contra retroceso de una pierna","Hips",212,"https://lyfta.app/images/exercises/21601101.png"
21641101,"Plancha lateral con banda de resistencia","Hips Waist",114,"https://lyfta.app/images/exercises/21641101.png"
21651101,"Caminata lateral con banda de resistencia","Hips",58,"https://lyfta.app/images/exercises/21651101.png"
21661101,"Marcha con puente de cadera en decÃºbito supino con banda de resistencia","Hamstrings Thighs",114,"https://lyfta.app/images/exercises/21661101.png"
21861101,"ExtensiÃ³n de trÃ­ceps declinada con barra EZ","Triceps Upper Arms",43,"https://lyfta.app/images/exercises/21861101.png"
21871101,"Press de banca con agarre cerrado invertido con barra","Triceps Upper Arms",186,"https://lyfta.app/images/exercises/21871101.png"
21881101,"ExtensiÃ³n de trÃ­ceps sentado con mancuernas","Triceps Upper Arms",25,"https://lyfta.app/images/exercises/21881101.png"
21931101,"Caminata reclinada en bicicleta","Cardio",39,"https://lyfta.app/images/exercises/21931101.png"
22031101,"Rollo de isquiotibiales sentado en el suelo","Hamstrings Thighs",91,"https://lyfta.app/images/exercises/22031101.png"
22041101,"Rollo del recto femoral","Quadriceps Thighs",127,"https://lyfta.app/images/exercises/22041101.png"
22071101,"Estiramiento lateral lateral","Back",186,"https://lyfta.app/images/exercises/22071101.png"
22101101,"ElevaciÃ³n de pantorrilla de pie con mancuernas","Calves",76,"https://lyfta.app/images/exercises/22101101.png"
22111101,"ElevaciÃ³n de pantorrilla de pie con palanca","Calves",186,"https://lyfta.app/images/exercises/22111101.png"
22121101,"Prensa de pantorrillas en trineo en prensa de piernas","Calves",109,"https://lyfta.app/images/exercises/22121101.png"
22171101,"Sentadilla en banco con mancuernas","Thighs",213,"https://lyfta.app/images/exercises/22171101.png"
22271101,"Sentadilla dividida con una pierna y barra","Quadriceps Thighs",157,"https://lyfta.app/images/exercises/22271101.png"
22331101,"ElevaciÃ³n frontal con mancuernas","Shoulders",109,"https://lyfta.app/images/exercises/22331101.png"
22351101,"ElevaciÃ³n frontal sentado con mancuernas","Shoulders",157,"https://lyfta.app/images/exercises/22351101.png"
22371101,"Press de hombros sentado con mancuernas","Shoulders",51,"https://lyfta.app/images/exercises/22371101.png"
22381101,"Curl con barra EZ","Biceps Upper Arms",120,"https://lyfta.app/images/exercises/22381101.png"
22391101,"Curl de martillo con mancuernas","Biceps Upper Arms",76,"https://lyfta.app/images/exercises/22391101.png"
22401101,"Curl sentado con mancuernas","Biceps Upper Arms",186,"https://lyfta.app/images/exercises/22401101.png"
22441101,"Cable fila alta","Shoulders",67,"https://lyfta.app/images/exercises/22441101.png"
22451101,"Remo sentado en cable","Back",114,"https://lyfta.app/images/exercises/22451101.png"
22471101,"JalÃ³n lateral con barra de cable","Back",35,"https://lyfta.app/images/exercises/22471101.png"
22481101,"ExtensiÃ³n de trÃ­ceps aÃ©rea con cable","Triceps Upper Arms",53,"https://lyfta.app/images/exercises/22481101.png"
22491101,"FlexiÃ³n de trÃ­ceps con cable","Triceps Upper Arms",39,"https://lyfta.app/images/exercises/22491101.png"
22601101,"Caminando en cinta","Cardio",31,"https://lyfta.app/images/exercises/22601101.png"
22651101,"Remo sentado con palanca","Back",23,"https://lyfta.app/images/exercises/22651101.png"
22661101,"ExtensiÃ³n trasera de palanca","Back Hips",8,"https://lyfta.app/images/exercises/22661101.png"
22671101,"Press de piernas sentado con palanca","Quadriceps Thighs",5,"https://lyfta.app/images/exercises/22671101.png"
22691101,"Crunch con rodillo abdominal","Waist",109,"https://lyfta.app/images/exercises/22691101.png"
22721101,"Pinchazo. Boxeo","Plyometrics",98,"https://lyfta.app/images/exercises/22721101.png"
22751101,"Uppercut izquierdo. Boxeo","Plyometrics",170,"https://lyfta.app/images/exercises/22751101.png"
22821101,"ExtensiÃ³n del cuello de la palanca","Neck",186,"https://lyfta.app/images/exercises/22821101.png"
22841101,"FlexiÃ³n del lado derecho del cuello con palanca","Neck",213,"https://lyfta.app/images/exercises/22841101.png"
22851101,"Jersey de palanca","Back",36,"https://lyfta.app/images/exercises/22851101.png"
22871101,"Press de piernas alternativo con palanca","Thighs",65,"https://lyfta.app/images/exercises/22871101.png"
22881101,"Manos de agarre de palanca","Forearms",109,"https://lyfta.app/images/exercises/22881101.png"
22891101,"Prensa de pantorrilla con palanca","Calves",55,"https://lyfta.app/images/exercises/22891101.png"
22931101,"Curl predicador Zottman de pie con mancuernas","Biceps Upper Arms",213,"https://lyfta.app/images/exercises/22931101.png"
22941101,"Curl predicador Zottman con mancuernas","Biceps Upper Arms",186,"https://lyfta.app/images/exercises/22941101.png"
23001101,"Rodillas dobladas en fila invertida","Back",114,"https://lyfta.app/images/exercises/23001101.png"
23051101,"Patada rÃ¡pida frontal. kickboxing","Plyometrics",213,"https://lyfta.app/images/exercises/23051101.png"
23061101,"Patada de gancho giratorio. kickboxing","Plyometrics",213,"https://lyfta.app/images/exercises/23061101.png"
23091101,"Patada con empuje del talÃ³n. kickboxing","Plyometrics",213,"https://lyfta.app/images/exercises/23091101.png"
23101101,"Patada giratoria hacia atrÃ¡s. kickboxing","Plyometrics",213,"https://lyfta.app/images/exercises/23101101.png"
23121101,"Acostado codo a rodilla","Waist",88,"https://lyfta.app/images/exercises/23121101.png"
23131101,"AducciÃ³n de cadera con cable","Hips",44,"https://lyfta.app/images/exercises/23131101.png"
23161101,"ElevaciÃ³n lateral con mancuernas de pie y brazo doblado","Shoulders",157,"https://lyfta.app/images/exercises/23161101.png"
23171101,"ElevaciÃ³n lateral del brazo doblado sentado con mancuernas","Shoulders",22,"https://lyfta.app/images/exercises/23171101.png"
23211101,"Curl de bÃ­ceps interno de pie con mancuernas","Biceps Upper Arms",127,"https://lyfta.app/images/exercises/23211101.png"
23221101,"Sentadilla sumo con mancuernas","Quadriceps Thighs",16,"https://lyfta.app/images/exercises/23221101.png"
23231101,"Sentadilla Sumo Con Mancuernas","Quadriceps Thighs",42,"https://lyfta.app/images/exercises/23231101.png"
23281101,"Flexiones estrechas sobre una pelota de ejercicio","Triceps Upper Arms",213,"https://lyfta.app/images/exercises/23281101.png"
23311101,"Bicicleta elÃ­ptica","Cardio",32,"https://lyfta.app/images/exercises/23311101.png"
23321101,"Despliegue de ruedas","Waist",16,"https://lyfta.app/images/exercises/23321101.png"
23341101,"Press de pantorrillas tumbado en trineo","Calves",136,"https://lyfta.app/images/exercises/23341101.png"
23351101,"Press de pantorrillas sentado con palanca","Calves",28,"https://lyfta.app/images/exercises/23351101.png"
23381101,"Press de banca con pecho - GlÃºteos","Chest",146,"https://lyfta.app/images/exercises/23381101.png"
23391101,"Press de banca de pecho - Ancho de agarre","Chest",146,"https://lyfta.app/images/exercises/23391101.png"
23401101,"Press de banca de pecho - Hombros","Chest",146,"https://lyfta.app/images/exercises/23401101.png"
23411101,"Press de banca de pecho - Brazos","Chest",146,"https://lyfta.app/images/exercises/23411101.png"
23421101,"Press de banca de pecho - Codos","Chest",157,"https://lyfta.app/images/exercises/23421101.png"
23441101,"Crujido - Espalda","Waist",115,"https://lyfta.app/images/exercises/23441101.png"
23451101,"Sentadilla en trineo - Piernas","Thighs",213,"https://lyfta.app/images/exercises/23451101.png"
23461101,"InmersiÃ³n en banco - brazos hacia atrÃ¡s","Upper Arms",170,"https://lyfta.app/images/exercises/23461101.png"
23481101,"Curl predicador - MuÃ±ecas","Biceps Upper Arms",157,"https://lyfta.app/images/exercises/23481101.png"
23491101,"Plancha lateral - trasero","Waist",109,"https://lyfta.app/images/exercises/23491101.png"
23501101,"Flexiones - PosiciÃ³n inicial","Chest",86,"https://lyfta.app/images/exercises/23501101.png"
23511101,"Flexiones - PosiciÃ³n final","Chest",83,"https://lyfta.app/images/exercises/23511101.png"
23551101,"Eslingadores de brazo colgando piernas de rodilla dobladas","Waist",101,"https://lyfta.app/images/exercises/23551101.png"
23561101,"Sentadilla en copa con pesa rusa","Quadriceps Thighs",58,"https://lyfta.app/images/exercises/23561101.png"
23601101,"Sentadilla con barra - Rodillas - PosiciÃ³n media","Thighs",214,"https://lyfta.app/images/exercises/23601101.png"
23611101,"Sentadilla con barra - Caderas","Thighs",214,"https://lyfta.app/images/exercises/23611101.png"
23631101,"Inmersiones de pecho con agarre ancho en barras paralelas altas","Chest",115,"https://lyfta.app/images/exercises/23631101.png"
23641101,"InmersiÃ³n de pecho con agarre ancho asistido","Chest",105,"https://lyfta.app/images/exercises/23641101.png"
23671101,"Estocada trasera con mancuernas desde el escalÃ³n","Quadriceps Thighs",61,"https://lyfta.app/images/exercises/23671101.png"
23681101,"Sentadillas divididas","Quadriceps Thighs",39,"https://lyfta.app/images/exercises/23681101.png"
23741101,"Sentadilla con salto","Quadriceps Thighs",127,"https://lyfta.app/images/exercises/23741101.png"
23771101,"Press de piernas horizontal con palanca","Quadriceps Thighs",17,"https://lyfta.app/images/exercises/23771101.png"
23781101,"ElevaciÃ³n de pantorrilla de pie","Calves",115,"https://lyfta.app/images/exercises/23781101.png"
23801101,"Press de hombros de pie con mancuernas","Shoulders",98,"https://lyfta.app/images/exercises/23801101.png"
23811101,"Press de hombros con un brazo y mancuernas","Shoulders",91,"https://lyfta.app/images/exercises/23811101.png"
23841101,"Sentadilla en trineo","Quadriceps Thighs",16,"https://lyfta.app/images/exercises/23841101.png"
23851101,"Curl predicador con mancuernas","Biceps Upper Arms",187,"https://lyfta.app/images/exercises/23851101.png"
23861101,"Press Arnold con mancuernas","Shoulders",105,"https://lyfta.app/images/exercises/23861101.png"
23881101,"Press de banca inclinado con barra","Chest",115,"https://lyfta.app/images/exercises/23881101.png"
23901101,"ExtensiÃ³n de trÃ­ceps de pie con mancuernas","Triceps Upper Arms",53,"https://lyfta.app/images/exercises/23901101.png"
23911101,"Press de banca con agarre cerrado y barra","Triceps Upper Arms",37,"https://lyfta.app/images/exercises/23911101.png"
24001101,"Curl de piernas inverso","Hamstrings Thighs",170,"https://lyfta.app/images/exercises/24001101.png"
24051101,"FlexiÃ³n de trÃ­ceps con cable","Triceps Upper Arms",36,"https://lyfta.app/images/exercises/24051101.png"
24061101,"FlexiÃ³n de trÃ­ceps con agarre inverso con cable","Triceps Upper Arms",86,"https://lyfta.app/images/exercises/24061101.png"
24151101,"ElevaciÃ³n lateral inclinada con un solo brazo con mancuernas","Shoulders",58,"https://lyfta.app/images/exercises/24151101.png"
24211101,"AbducciÃ³n Acostada Con Banda De Resistencia","Hips",127,"https://lyfta.app/images/exercises/24211101.png"
24231101,"HiperextensiÃ³n del piso con banda de resistencia","Back",101,"https://lyfta.app/images/exercises/24231101.png"
24251101,"ElevaciÃ³n de pantorrilla con banda de resistencia","Calves",109,"https://lyfta.app/images/exercises/24251101.png"
24291101,"Crujiente de rana","Waist",86,"https://lyfta.app/images/exercises/24291101.png"
24331101,"Press de banca con agarre cerrado y barra EZ","Triceps Upper Arms",214,"https://lyfta.app/images/exercises/24331101.png"
24351101,"Curva lateral de 45 grados.","Waist",67,"https://lyfta.app/images/exercises/24351101.png"
24371101,"Contragolpe con mancuernas","Triceps Upper Arms",115,"https://lyfta.app/images/exercises/24371101.png"
24391101,"Mosca media del cable","Chest",109,"https://lyfta.app/images/exercises/24391101.png"
24411101,"Press de banca inclinado con mancuernas","Chest",59,"https://lyfta.app/images/exercises/24411101.png"
24441101,"Giro sentado con palanca","Waist",171,"https://lyfta.app/images/exercises/24441101.png"
24481101,"ElevaciÃ³n vertical de piernas","Hips Waist",47,"https://lyfta.app/images/exercises/24481101.png"
24541101,"Press de pecho con palanca declinada","Chest",53,"https://lyfta.app/images/exercises/24541101.png"
24561101,"Press de pecho con palanca","Chest",78,"https://lyfta.app/images/exercises/24561101.png"
24571101,"Press de pecho con palanca","Chest",187,"https://lyfta.app/images/exercises/24571101.png"
24581101,"Bola de pared","Quadriceps Thighs",127,"https://lyfta.app/images/exercises/24581101.png"
24591101,"Voltear el neumÃ¡tico","Thighs",105,"https://lyfta.app/images/exercises/24591101.png"
24621101,"InmersiÃ³n de pecho en barra recta","Chest",78,"https://lyfta.app/images/exercises/24621101.png"
24631101,"Toque del dedo del pie con banda de resistencia","Hips",187,"https://lyfta.app/images/exercises/24631101.png"
24651101,"Jumping Jack con banda de resistencia","Plyometrics",187,"https://lyfta.app/images/exercises/24651101.png"
24661101,"Puente - Alpinista","Waist",31,"https://lyfta.app/images/exercises/24661101.png"
24701101,"ElevaciÃ³n de deltoides posteriores con mancuernas tumbadas en el suelo","Shoulders",136,"https://lyfta.app/images/exercises/24701101.png"
24751101,"Puente de glÃºteos con una pierna en el suelo","Hips",127,"https://lyfta.app/images/exercises/24751101.png"
24761101,"3 4 SiÃ©ntate","Waist",58,"https://lyfta.app/images/exercises/24761101.png"
24781101,"Estocada con barra","Quadriceps Thighs",48,"https://lyfta.app/images/exercises/24781101.png"
24791101,"Curl inverso con barra","Forearms",120,"https://lyfta.app/images/exercises/24791101.png"
24811101,"Curl de muÃ±eca de pie con barra hacia atrÃ¡s","Forearms",105,"https://lyfta.app/images/exercises/24811101.png"
24881101,"ExtensiÃ³n de trÃ­ceps sentado con mancuernas","Triceps Upper Arms",78,"https://lyfta.app/images/exercises/24881101.png"
24921101,"Cable cruzado sobre marcha atrÃ¡s","Shoulders",83,"https://lyfta.app/images/exercises/24921101.png"
24941101,"Curl de martillo inclinado con mancuernas","Biceps Upper Arms",214,"https://lyfta.app/images/exercises/24941101.png"
24951101,"Curl de martillo inclinado boca abajo con mancuernas","Biceps Upper Arms",187,"https://lyfta.app/images/exercises/24951101.png"
24971101,"Curl predicador con barra","Biceps Upper Arms",109,"https://lyfta.app/images/exercises/24971101.png"
24981101,"Curl con agarre inverso con barra EZ","Biceps Upper Arms",25,"https://lyfta.app/images/exercises/24981101.png"
25001101,"Mosca trasera inclinada con mancuernas","Shoulders",83,"https://lyfta.app/images/exercises/25001101.png"
25021101,"Sentadilla frontal con barra","Quadriceps Thighs",110,"https://lyfta.app/images/exercises/25021101.png"
25041101,"Press de martillo inclinado con mancuernas","Chest",146,"https://lyfta.app/images/exercises/25041101.png"
25071101,"ExtensiÃ³n de trÃ­ceps inclinada con mancuernas","Triceps Upper Arms",171,"https://lyfta.app/images/exercises/25071101.png"
25081101,"Curl predicador inverso con barra","Forearms",146,"https://lyfta.app/images/exercises/25081101.png"
25111101,"Remo inclinado con agarre inverso y mancuernas","Back",214,"https://lyfta.app/images/exercises/25111101.png"
25131101,"Cable Un Brazo Lateral Inclinado","Chest",115,"https://lyfta.app/images/exercises/25131101.png"
25141101,"Mosca inclinada con mancuernas","Chest",171,"https://lyfta.app/images/exercises/25141101.png"
25151101,"ElevaciÃ³n frontal del cable","Chest",171,"https://lyfta.app/images/exercises/25151101.png"
25161101,"ElevaciÃ³n inclinada con mancuernas","Shoulders",157,"https://lyfta.app/images/exercises/25161101.png"
25181101,"Sentadilla ancha con barra","Thighs",187,"https://lyfta.app/images/exercises/25181101.png"
25191101,"Press de banca inclinado con agarre cerrado y barra","Chest",75,"https://lyfta.app/images/exercises/25191101.png"
25221101,"Crujiente de rana","Waist",115,"https://lyfta.app/images/exercises/25221101.png"
25241101,"Empuje de trineo elÃ©ctrico","Quadriceps Hamstrings Thighs",69,"https://lyfta.app/images/exercises/25241101.png"
25281101,"InmersiÃ³n de pecho asistida","Chest",105,"https://lyfta.app/images/exercises/25281101.png"
25301101,"ElevaciÃ³n de pierna recta colgante","Hips Waist",66,"https://lyfta.app/images/exercises/25301101.png"
25331101,"Remo renegado alterno con pesas rusas","Back",214,"https://lyfta.app/images/exercises/25331101.png"
25361101,"Paso de estocada con pesa rusa","Thighs",214,"https://lyfta.app/images/exercises/25361101.png"
25371101,"Columpio con pesas rusas","Hamstrings Thighs",67,"https://lyfta.app/images/exercises/25371101.png"
25381101,"Ruleta rusa","Waist",56,"https://lyfta.app/images/exercises/25381101.png"
25411101,"Sentarse con un cuchillo de banda","Hips Waist",214,"https://lyfta.app/images/exercises/25411101.png"
25451101,"Golpe por encima de la cabeza con balÃ³n medicinal","Hips Waist",127,"https://lyfta.app/images/exercises/25451101.png"
25491101,"Estocada con mancuernas y curl de bÃ­ceps","Thighs",215,"https://lyfta.app/images/exercises/25491101.png"
25501101,"Remo en sentadilla con cable","Thighs",215,"https://lyfta.app/images/exercises/25501101.png"
25551101,"Puente de glÃºteos con banda de resistencia","Hips",110,"https://lyfta.app/images/exercises/25551101.png"
25561101,"Banda de resistencia Puente de glÃºteos de una pierna","Hips",171,"https://lyfta.app/images/exercises/25561101.png"
25571101,"Marcha en plancha con banda de resistencia","Hips",188,"https://lyfta.app/images/exercises/25571101.png"
25581101,"Press de pantorrillas sentado con palanca","Calves",44,"https://lyfta.app/images/exercises/25581101.png"
25591101,"Giro ruso ponderado","Waist",215,"https://lyfta.app/images/exercises/25591101.png"
25621101,"Salto lateral, paso hacia arriba","Thighs",215,"https://lyfta.app/images/exercises/25621101.png"
25631101,"Fila de tracciÃ³n con trineo elÃ©ctrico","Thighs",115,"https://lyfta.app/images/exercises/25631101.png"
25651101,"Cuerdas de batalla","Cardio",53,"https://lyfta.app/images/exercises/25651101.png"
25671101,"Estiramiento del piriforme sentado","Hips",215,"https://lyfta.app/images/exercises/25671101.png"
25711101,"Estiramiento de rana mecedora","Hips",81,"https://lyfta.app/images/exercises/25711101.png"
25741101,"Balanceos de piernas de lado a lado","Hips",110,"https://lyfta.app/images/exercises/25741101.png"
25751101,"InmersiÃ³n de trÃ­ceps asistida","Triceps Upper Arms",188,"https://lyfta.app/images/exercises/25751101.png"
25791101,"Encogimiento de hombros","Back",146,"https://lyfta.app/images/exercises/25791101.png"
25801101,"Curl interior de pie de cable","Biceps Upper Arms",71,"https://lyfta.app/images/exercises/25801101.png"
25811101,"Curl con cable a un brazo","Biceps Upper Arms",21,"https://lyfta.app/images/exercises/25811101.png"
25831101,"ElevaciÃ³n lateral con lata completa con mancuernas","Shoulders",158,"https://lyfta.app/images/exercises/25831101.png"
25851101,"Fly con giro y declinaciÃ³n con mancuernas","Chest",171,"https://lyfta.app/images/exercises/25851101.png"
25901101,"Curl de concentraciÃ³n con un brazo con mancuernas","Biceps Upper Arms",215,"https://lyfta.app/images/exercises/25901101.png"
25911101,"ElevaciÃ³n lateral de un brazo con mancuernas","Shoulders",158,"https://lyfta.app/images/exercises/25911101.png"
25931101,"Press de hombros sentado con mancuernas","Shoulders",128,"https://lyfta.app/images/exercises/25931101.png"
25951101,"ElevaciÃ³n frontal alternativa sentado con mancuernas","Shoulders",146,"https://lyfta.app/images/exercises/25951101.png"
25981101,"Contragolpe de pie con mancuernas","Triceps Upper Arms",78,"https://lyfta.app/images/exercises/25981101.png"
25991101,"Palmas de pie con mancuernas en prensa","Shoulders",146,"https://lyfta.app/images/exercises/25991101.png"
26001101,"Remo vertical con un brazo y mancuernas","Shoulders",158,"https://lyfta.app/images/exercises/26001101.png"
26041101,"Press de hombros sentado con barra","Shoulders",105,"https://lyfta.app/images/exercises/26041101.png"
26061101,"ExtensiÃ³n de trÃ­ceps por encima de la cabeza sentado con barra","Triceps Upper Arms",215,"https://lyfta.app/images/exercises/26061101.png"
26071101,"ExtensiÃ³n de trÃ­ceps con barra acostada y agarre cerrado","Triceps Upper Arms",215,"https://lyfta.app/images/exercises/26071101.png"
26081101,"Press de piernas sentado con palanca","Thighs",62,"https://lyfta.app/images/exercises/26081101.png"
26131101,"Flexiones con agarre cerrado","Triceps Upper Arms",89,"https://lyfta.app/images/exercises/26131101.png"
26151101,"Flexiones con agarre cerrado","Triceps Upper Arms",146,"https://lyfta.app/images/exercises/26151101.png"
26161101,"Cable desplegable lateral con barra en V","Back",10,"https://lyfta.app/images/exercises/26161101.png"
26171101,"Sentadilla en silla Smith","Quadriceps Thighs",188,"https://lyfta.app/images/exercises/26171101.png"
26191101,"Remo vertical con agarre inverso y palanca","Back",171,"https://lyfta.app/images/exercises/26191101.png"
26211101,"Jersey con mancuernas sobre pelota de ejercicio","Back",101,"https://lyfta.app/images/exercises/26211101.png"
26221101,"Remo inclinado con rotaciÃ³n de palma con mancuernas","Back",121,"https://lyfta.app/images/exercises/26221101.png"
26231101,"Remo con un brazo en banco inclinado con agarre inverso y mancuernas","Back",215,"https://lyfta.app/images/exercises/26231101.png"
26311101,"Curl de muÃ±eca con mancuernas sobre banco","Forearms",105,"https://lyfta.app/images/exercises/26311101.png"
26341101,"Peso muerto con una sola pierna con barra","Hips",215,"https://lyfta.app/images/exercises/26341101.png"
26351101,"Peso muerto con una sola pierna con mancuernas","Hips",121,"https://lyfta.app/images/exercises/26351101.png"
26391101,"Sentadilla frontal con pesa rusa","Quadriceps Thighs",188,"https://lyfta.app/images/exercises/26391101.png"
26421101,"Curl de predicador alternativo con mancuernas","Biceps Upper Arms",216,"https://lyfta.app/images/exercises/26421101.png"
26431101,"Curl de martillo sentado alternativo con mancuernas","Forearms",147,"https://lyfta.app/images/exercises/26431101.png"
26461101,"Curl de martillo con cuerpo cruzado y mancuernas","Biceps Upper Arms",49,"https://lyfta.app/images/exercises/26461101.png"
26471101,"Curl de martillo con mancuernas sobre pelota de ejercicio","Biceps Upper Arms",216,"https://lyfta.app/images/exercises/26471101.png"
26501101,"Crujido inverso del cable","Waist",188,"https://lyfta.app/images/exercises/26501101.png"
26511101,"Barbilla de gorila","Back",216,"https://lyfta.app/images/exercises/26511101.png"
26541101,"Press doblado con pesas rusas","Waist",172,"https://lyfta.app/images/exercises/26541101.png"
26561101,"Curl de bÃ­ceps con un brazo con cable","Biceps Upper Arms",10,"https://lyfta.app/images/exercises/26561101.png"
26581101,"EsquÃ­ en mÃ¡quina elÃ­ptica","Cardio",98,"https://lyfta.app/images/exercises/26581101.png"
26591101,"Press de pecho inclinado con palanca","Chest",46,"https://lyfta.app/images/exercises/26591101.png"
26611101,"Remo sentado en cable con barra en V","Back",19,"https://lyfta.app/images/exercises/26611101.png"
26641101,"Remo sentado con palanca","Back",59,"https://lyfta.app/images/exercises/26641101.png"
26661101,"ElevaciÃ³n de pantorrilla sentado con palanca","Calves",20,"https://lyfta.app/images/exercises/26661101.png"
26681101,"ElevaciÃ³n de pantorrilla de pie con barra","Calves",188,"https://lyfta.app/images/exercises/26681101.png"
26691101,"Femoral Acostado Con Mancuernas","Thighs",172,"https://lyfta.app/images/exercises/26691101.png"
26711101,"Fila estrecha de Smith","Back",188,"https://lyfta.app/images/exercises/26711101.png"
26741101,"Crujido de cables","Waist",216,"https://lyfta.app/images/exercises/26741101.png"
26761101,"ElevaciÃ³n de pantorrilla sentado con barra","Calves",216,"https://lyfta.app/images/exercises/26761101.png"
26781101,"Press de banca con cables","Chest",172,"https://lyfta.app/images/exercises/26781101.png"
26821101,"Curl de muÃ±eca con las palmas hacia arriba y con barra sobre un banco","Forearms",71,"https://lyfta.app/images/exercises/26821101.png"
26831101,"Curl de muÃ±eca invertido con barra","Forearms",147,"https://lyfta.app/images/exercises/26831101.png"
26851101,"Curl de muÃ±eca neutro sentado con un brazo y mancuernas","Forearms",147,"https://lyfta.app/images/exercises/26851101.png"
26861101,"Curl de muÃ±eca con un brazo y mancuernas","Forearms",147,"https://lyfta.app/images/exercises/26861101.png"
26871101,"Curl de muÃ±eca con un brazo y mancuerna sobre banco","Forearms",147,"https://lyfta.app/images/exercises/26871101.png"
26921101,"ExtensiÃ³n de trÃ­ceps acostado con barra","Triceps Upper Arms",158,"https://lyfta.app/images/exercises/26921101.png"
26951101,"Curl con un brazo invertido con cable","Biceps Upper Arms",121,"https://lyfta.app/images/exercises/26951101.png"
26961101,"ExtensiÃ³n de trÃ­ceps con un brazo de pie con cable","Triceps Upper Arms",70,"https://lyfta.app/images/exercises/26961101.png"
26981101,"Curl de bÃ­ceps sentado alternado con mancuernas sobre una pelota de ejercicio","Biceps Upper Arms",188,"https://lyfta.app/images/exercises/26981101.png"
27021101,"ElevaciÃ³n de cadera con pierna recta y torcida","Hips Waist",172,"https://lyfta.app/images/exercises/27021101.png"
27051101,"PronaciÃ³n acostada con mancuernas en el suelo","Forearms",147,"https://lyfta.app/images/exercises/27051101.png"
27061101,"SupinaciÃ³n Acostada Con Mancuernas En El Suelo","Forearms",147,"https://lyfta.app/images/exercises/27061101.png"
27091101,"Hombre fuerte brazo sobre brazo","Weightlifting",216,"https://lyfta.app/images/exercises/27091101.png"
27101101,"Tirador del camiÃ³n StrongMan","Weightlifting",216,"https://lyfta.app/images/exercises/27101101.png"
27111101,"Paseo del pato StrongMan","Thighs",216,"https://lyfta.app/images/exercises/27111101.png"
27171101,"StrongMan Crucifijo Hold","Shoulders",128,"https://lyfta.app/images/exercises/27171101.png"
