ejercicio,musculo,source,matched_catalog_ids,reason
"Arranque con barra desde bloques","Weightlifting","lyfta","15361101","lyfta_entry_without_local_image"
"Barra dividida limpia","Weightlifting","lyfta","15371101","lyfta_entry_without_local_image"
"Jerk dividido con barra","Weightlifting","lyfta","15381101","lyfta_entry_without_local_image"
"Sentadilla con barra a remo vertical","Thighs","lyfta","15411101","lyfta_entry_without_local_image"
"Peso muerto con piernas rÃ­gidas con barra","Hips","lyfta","15431101","lyfta_entry_without_local_image"
"Patada a tope con doble pierna","Plyometrics","lyfta","15491101","lyfta_entry_without_local_image"
"Salto dividido con mancuernas","Plyometrics","lyfta","15541101","lyfta_entry_without_local_image"
"Peso muerto con piernas rÃ­gidas con mancuernas en banco","Hips","lyfta","15561101","lyfta_entry_without_local_image"
"Sentadilla contra la pared con mancuernas","Thighs","lyfta","15581101","lyfta_entry_without_local_image"
"Estiramiento de isquiotibiales sentado con pelota de ejercicio","Hamstrings Thighs","lyfta","15601101","lyfta_entry_without_local_image"
"Estiramiento de cuÃ¡driceps sentado con pelota de ejercicio","Thighs","lyfta","15611101","lyfta_entry_without_local_image"
"Sentadilla contra la pared con pelota de ejercicio","Quadriceps Thighs","lyfta","15621101","lyfta_entry_without_local_image"
"Elevaciones de piernas delanteras y traseras","Hips","lyfta","15631101","lyfta_entry_without_local_image"
"Kettlebell muerto limpio","Weightlifting","lyfta","15651101","lyfta_entry_without_local_image"
"Peso muerto con una pierna con pesa rusa","Hips","lyfta","15691101","lyfta_entry_without_local_image"
"Salto con rodilla doblada","Plyometrics","lyfta","15701101","lyfta_entry_without_local_image"
"Estiramiento de los isquiotibiales con la pierna hacia arriba","Hamstrings Thighs","lyfta","15761101|19101101","lyfta_entry_without_local_image"
"Estocada trasera con peso corporal","Quadriceps Thighs","lyfta","15811101","lyfta_entry_without_local_image"
"Salto con cohete","Thighs","lyfta","15841101","lyfta_entry_without_local_image"
"Patada a tope con una sola pierna","Plyometrics","lyfta","15891101","lyfta_entry_without_local_image"
"Sentadilla Smith Frankenstein","Thighs","lyfta","15941101","lyfta_entry_without_local_image"
"Sentadilla Smith Zercher","Thighs","lyfta","15981101","lyfta_entry_without_local_image"
"Estiramiento de isquiotibiales y pantorrillas de pie con correa","Hamstrings Thighs","lyfta","15991101","lyfta_entry_without_local_image"
"ContracciÃ³n del tendÃ³n de la corva de la pierna recta de pie RelÃ¡jese sobre una pelota de ejercicio","Hamstrings Thighs","lyfta","16011101","lyfta_entry_without_local_image"
"Sentadilla en la pared con pelota de ejercicio ponderada","Thighs","lyfta","16031101","lyfta_entry_without_local_image"
"El tramo mÃ¡s grande del mundo","Thighs","lyfta","16041101","lyfta_entry_without_local_image"
"FlexiÃ³n de trÃ­ceps","Triceps Upper Arms","lyfta","16051101","lyfta_entry_without_local_image"
"Empuje de trÃ­ceps con agarre inverso","Triceps Upper Arms","lyfta","16061101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con agarre inverso","Biceps Upper Arms","lyfta","16081101","lyfta_entry_without_local_image"
"Curl de dedos detrÃ¡s de la espalda","Forearms","lyfta","16101101","lyfta_entry_without_local_image"
"Curl predicador con agarre inverso y palanca","Biceps Upper Arms","lyfta","16161101","lyfta_entry_without_local_image"
"Press de martillo con un brazo y declinado con mancuernas","Upper Arms","lyfta","16171101","lyfta_entry_without_local_image"
"Press de martillo inclinado con un brazo y mancuernas","Upper Arms","lyfta","16191101","lyfta_entry_without_local_image"
"Palmas en press de banca inclinado","Upper Arms","lyfta","16231101","lyfta_entry_without_local_image"
"Press de banca con agarre cerrado y descenso inverso con mÃ¡quina Smith","Chest","lyfta","16261101","lyfta_entry_without_local_image"
"Curl predicador con agarre cerrado","Biceps Upper Arms","lyfta","16271101","lyfta_entry_without_local_image"
"Arrastrar rizo","Biceps Upper Arms","lyfta","16321101","lyfta_entry_without_local_image"
"Curl de predicador inverso con un brazo con cable","Biceps Upper Arms","lyfta","16351101","lyfta_entry_without_local_image"
"Curl con cable sobre la cabeza sobre una pelota de ejercicio","Biceps Upper Arms","lyfta","16371101","lyfta_entry_without_local_image"
"Curl en cuclillas con cable","Biceps Upper Arms","lyfta","16441101|30671101","lyfta_entry_without_local_image"
"Curl con dos brazos con cable en banco inclinado","Biceps Upper Arms","lyfta","16451101","lyfta_entry_without_local_image"
"Curl de predicador alternativo con mancuernas","Biceps Upper Arms","lyfta","16471101|26421101","lyfta_entry_without_local_image"
"Curl de martillo sentado alternativo con mancuernas","Biceps Upper Arms","lyfta","16481101|26431101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps alterno con mancuernas y pierna levantada sobre una pelota de ejercicio","Biceps Upper Arms","lyfta","16491101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con mancuernas sobre una pelota de ejercicio con la pierna levantada","Biceps Upper Arms","lyfta","16521101","lyfta_entry_without_local_image"
"Pelota de ejercicio de flexiÃ³n de bÃ­ceps arrodillada con mancuernas","Biceps Upper Arms","lyfta","16601101","lyfta_entry_without_local_image"
"Curl ancho acostado con mancuernas","Biceps Upper Arms","lyfta","16621101","lyfta_entry_without_local_image"
"Curl predicador con martillo a un brazo con mancuernas","Biceps Upper Arms","lyfta","16631101","lyfta_entry_without_local_image"
"Curl de martillo propenso a un brazo con mancuernas","Biceps Upper Arms","lyfta","16661101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps sentado con un brazo con mancuernas sobre una pelota de ejercicio","Biceps Upper Arms","lyfta","16681101","lyfta_entry_without_local_image"
"Curl de martillo sentado con un brazo y mancuernas","Biceps Upper Arms","lyfta","16691101","lyfta_entry_without_local_image"
"Curl de martillo inclinado boca abajo con mancuernas","Biceps Upper Arms","lyfta","16741101|24951101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps con mÃ¡quina Smith","Biceps Upper Arms","lyfta","16831101","lyfta_entry_without_local_image"
"Sentadilla con corte de madera invertido con balÃ³n medicinal","Waist","lyfta","16971101","lyfta_entry_without_local_image"
"Toque del pie con una sola pierna","Hips","lyfta","17021101","lyfta_entry_without_local_image"
"FlexiÃ³n transversal con una sola pierna","Thighs","lyfta","17031101","lyfta_entry_without_local_image"
"Sentadilla sobre bosu ball","Quadriceps Thighs","lyfta","17051101","lyfta_entry_without_local_image"
"Giro boca abajo en la pelota de estabilidad","Waist","lyfta","17071101","lyfta_entry_without_local_image"
"Estiramiento del glÃºteo mayor en decÃºbito asistido","Hips","lyfta","17091101","lyfta_entry_without_local_image"
"Estiramiento mÃ­nimo y medio del glÃºteo oblicuo asistido","Hips","lyfta","17111101","lyfta_entry_without_local_image"
"Estiramiento del recto femoral en decÃºbito prono asistido","Waist","lyfta","17141101","lyfta_entry_without_local_image"
"Estiramiento asistido del oblicuo y del dorsal ancho sobre balÃ³n de estabilidad","Back","lyfta","17151101","lyfta_entry_without_local_image"
"Remo en sentadilla con cable","Back","lyfta","17171101|25501101","lyfta_entry_without_local_image"
"Sentado Agarre cerrado DetrÃ¡s del cuello ExtensiÃ³n de trÃ­ceps","Triceps Upper Arms","lyfta","17181101","lyfta_entry_without_local_image"
"TrituracrÃ¡neos con agarre inverso","Upper Arms","lyfta","17211101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps por encima de la cabeza en polea alta","Triceps Upper Arms","lyfta","17221101","lyfta_entry_without_local_image"
"Cable Cuerda Tendido En El Suelo ExtensiÃ³n De TrÃ­ceps","Triceps Upper Arms","lyfta","17261101","lyfta_entry_without_local_image"
"Mancuerna sentado inclinado sobre contragolpe alternativo","Upper Arms","lyfta","17301101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps con estocada hacia adelante con mancuernas","Triceps Upper Arms","lyfta","17321101","lyfta_entry_without_local_image"
"ExtensiÃ³n Ãºnica acostada","Triceps Upper Arms","lyfta","17351101","lyfta_entry_without_local_image"
"Contragolpe de trÃ­ceps alterno de pie con mancuernas","Triceps Upper Arms","lyfta","17391101","lyfta_entry_without_local_image"
"Mancuerna De Pie Inclinada Sobre Un Brazo ExtensiÃ³n De TrÃ­ceps","Triceps Upper Arms","lyfta","17401101","lyfta_entry_without_local_image"
"De pie, inclinado sobre la extensiÃ³n de trÃ­ceps con dos brazos","Triceps Upper Arms","lyfta","17411101","lyfta_entry_without_local_image"
"Contragolpe de trÃ­ceps con mancuernas y postura de cigÃ¼eÃ±a","Triceps Upper Arms","lyfta","17421101","lyfta_entry_without_local_image"
"Press de banca con torsiÃ³n con mancuernas","Upper Arms","lyfta","17431101","lyfta_entry_without_local_image"
"Estiramiento de trÃ­ceps sentado con pelota de ejercicio","Triceps Upper Arms","lyfta","17451101","lyfta_entry_without_local_image"
"Pelota de ejercicio para extensiÃ³n de trÃ­ceps en decÃºbito supino","Triceps Upper Arms","lyfta","17461101","lyfta_entry_without_local_image"
"Prensa francesa de pie con barra EZ","Triceps Upper Arms","lyfta","17491101","lyfta_entry_without_local_image"
"Lanzamiento de pecho en posiciÃ³n supina con balÃ³n medicinal","Upper Arms","lyfta","17501101","lyfta_entry_without_local_image"
"Peso muerto con una sola pierna con barra","Hips","lyfta","17561101|26341101","lyfta_entry_without_local_image"
"Sentadilla en copa","Thighs","lyfta","17601101","lyfta_entry_without_local_image"
"ElevaciÃ³n de codo: flexiÃ³n inversa","Back","lyfta","17721101","lyfta_entry_without_local_image"
"ExtensiÃ³n de cadera con una sola pierna recta acostada","Thighs","lyfta","17761101","lyfta_entry_without_local_image"
"Estiramiento de pecho de pie asistido","Chest","lyfta","17781101","lyfta_entry_without_local_image"
"Estiramiento del pecho con el brazo doblado","Chest","lyfta","17801101","lyfta_entry_without_local_image"
"Estiramiento del pecho de pie","Chest","lyfta","17831101","lyfta_entry_without_local_image"
"Estiramiento del pecho de rodillas","Chest","lyfta","17851101","lyfta_entry_without_local_image"
"Estiramiento asistido de brazos extendidos","Chest","lyfta","17891101","lyfta_entry_without_local_image"
"Estiramiento del pecho con tracciÃ³n asistida de brazos en decÃºbito prono","Chest","lyfta","17901101","lyfta_entry_without_local_image"
"Estiramiento cruzado sobre los hombros.","Back","lyfta","17931101","lyfta_entry_without_local_image"
"Estiramiento de espalda hacia arriba","Back","lyfta","17971101","lyfta_entry_without_local_image"
"Estiramiento de todo el cuerpo acostado","Back","lyfta","17981101","lyfta_entry_without_local_image"
"Estiramiento de espalda con suspensiÃ³n de cable","Back","lyfta","18001101","lyfta_entry_without_local_image"
"Estiramiento lateral de un brazo","Back","lyfta","18011101","lyfta_entry_without_local_image"
"Estiramiento lateral lateral","Back","lyfta","18021101|22071101","lyfta_entry_without_local_image"
"Estiramiento extensor del tronco inferior sentado","Back","lyfta","18031101","lyfta_entry_without_local_image"
"Estiramiento de alcance lateral sentado","Back","lyfta","18061101","lyfta_entry_without_local_image"
"Sentado Con Las Piernas Cruzadas Estirarse Hacia Adelante","Back","lyfta","18071101","lyfta_entry_without_local_image"
"Estiramiento extensor del tronco inferior reclinado","Hips","lyfta","18081101","lyfta_entry_without_local_image"
"Estiramiento de rotaciÃ³n hacia atrÃ¡s de rodillas","Back","lyfta","18121101|42971101","lyfta_entry_without_local_image"
"Estiramiento de rotaciÃ³n de pie hacia atrÃ¡s","Back","lyfta","18131101|43161101","lyfta_entry_without_local_image"
"ExtensiÃ³n y supinaciÃ³n del codo: estiramiento del antebrazo en pronaciÃ³n","Triceps Upper Arms","lyfta","18211101","lyfta_entry_without_local_image"
"Estiramiento extensor y desviador cubital de muÃ±eca","Forearms","lyfta","18221101","lyfta_entry_without_local_image"
"Estiramiento de los flexores de los dedos","Forearms","lyfta","18261101","lyfta_entry_without_local_image"
"Estiramiento de flexiÃ³n de cuello sentado","Neck","lyfta","18351101","lyfta_entry_without_local_image"
"Estiramiento del cuello en flexiÃ³n hacia adelante","Neck","lyfta","18361101","lyfta_entry_without_local_image"
"Estiramiento de los flexores del cuello","Neck","lyfta","18391101","lyfta_entry_without_local_image"
"FlexiÃ³n del cuello y estiramiento rotacional","Neck","lyfta","18401101","lyfta_entry_without_local_image"
"Estiramiento extensor del cuello acostado","Neck","lyfta","18411101","lyfta_entry_without_local_image"
"Estiramiento de extensiÃ³n del cuello acostado","Neck","lyfta","18421101","lyfta_entry_without_local_image"
"Rechazo de abdominales inversos con piernas dobladas","Waist","lyfta","18451101|30721101","lyfta_entry_without_local_image"
"Estiramiento de hombros de calentamiento con banda","Chest","lyfta","18461101|45161101","lyfta_entry_without_local_image"
"Estiramiento de cÃ­rculos de cadera","Hips","lyfta","18471101|42861101","lyfta_entry_without_local_image"
"Estiramiento de pantorrillas en posiciÃ³n estÃ¡tica","Calves","lyfta","18481101","lyfta_entry_without_local_image"
"Estiramiento extensor de muÃ±eca","Forearms","lyfta","18491101","lyfta_entry_without_local_image"
"ElevaciÃ³n de piernas ElevaciÃ³n de cadera con la cabeza en alto","Waist","lyfta","18551101","lyfta_entry_without_local_image"
"Levantamiento de pierna acostado con palanca Rodilla doblada","Waist","lyfta","18561101","lyfta_entry_without_local_image"
"Crunch abdominal total con palanca","Waist","lyfta","18571101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps de rodillas","Triceps Upper Arms","lyfta","18591101","lyfta_entry_without_local_image"
"Press de hombros con cable y palanca","Shoulders","lyfta","18621101","lyfta_entry_without_local_image"
"Abdominales en declive adicional","Waist","lyfta","18641101","lyfta_entry_without_local_image"
"Sentadilla con barra baja y rejilla","Thighs","lyfta","18681101","lyfta_entry_without_local_image"
"InmersiÃ³n de trÃ­ceps con palanca","Triceps Upper Arms","lyfta","18711101","lyfta_entry_without_local_image"
"Estiramiento de aductores con cadera de pie hacia afuera","Hips","lyfta","18771101","lyfta_entry_without_local_image"
"Estiramiento de la pierna de pie debajo del abductor","Hips","lyfta","18811101","lyfta_entry_without_local_image"
"Estiramiento del abductor acostado","Hips","lyfta","18821101","lyfta_entry_without_local_image"
"Estiramiento del tendÃ³n de Aquiles de pie hacia arriba","Calves","lyfta","18851101","lyfta_entry_without_local_image"
"Estiramiento rotacional de cadera de pie","Hips","lyfta","18951101","lyfta_entry_without_local_image"
"Estiramiento de aductores de cadera y pierna levantada de pie","Hips","lyfta","18961101","lyfta_entry_without_local_image"
"Estiramiento de aductores con la pierna levantada de pie","Hips","lyfta","18971101","lyfta_entry_without_local_image"
"Estiramiento de aductores con estocada lateral","Hips","lyfta","18991101","lyfta_entry_without_local_image"
"Estiramiento del aductor de la cadera con rodilla doblada de pie","Hips","lyfta","19001101","lyfta_entry_without_local_image"
"Estiramiento de aductores de rodillas boca abajo","Hips","lyfta","19011101","lyfta_entry_without_local_image"
"Estiramiento de aductores de piernas anchas sentado","Hips","lyfta","19021101","lyfta_entry_without_local_image"
"Acostado Apoyado Contra La Pared Estiramiento","Hips","lyfta","19051101","lyfta_entry_without_local_image"
"AbducciÃ³n del estiramiento de flexiÃ³n de una pierna","Thighs","lyfta","19061101","lyfta_entry_without_local_image"
"Estiramiento de aductores acostados asistidos","Hips","lyfta","19071101","lyfta_entry_without_local_image"
"Estiramiento del tendÃ³n de la corva de pie con el dedo del pie hacia arriba","Hamstrings Thighs","lyfta","19091101","lyfta_entry_without_local_image"
"Estiramiento del flexor de rodilla de pierna elevada","Thighs","lyfta","19111101","lyfta_entry_without_local_image"
"Estiramiento del flexor de la rodilla y del aductor de la cadera sentado","Thighs","lyfta","19141101","lyfta_entry_without_local_image"
"Estiramiento de cadera sentado con la pierna opuesta desde atrÃ¡s","Hips","lyfta","19191101","lyfta_entry_without_local_image"
"Estiramiento de pantorrilla de pie con el dedo del pie hacia arriba","Calves","lyfta","19241101","lyfta_entry_without_local_image"
"Estiramiento tibial con rodilla semiflexionada","Calves","lyfta","19291101","lyfta_entry_without_local_image"
"Estiramiento de la pantorrilla hacia atrÃ¡s del talÃ³n agachado","Calves","lyfta","19301101","lyfta_entry_without_local_image"
"Estiramiento en cuclillas con flexiÃ³n de cadera y rodilla","Hips","lyfta","19311101","lyfta_entry_without_local_image"
"Estiramiento con rotaciÃ³n de rodillas sentado","Hips","lyfta","19331101","lyfta_entry_without_local_image"
"Estiramiento de rotaciÃ³n extendida con rodillas arriba sentado","Hips","lyfta","19341101","lyfta_entry_without_local_image"
"Estiramiento hacia abajo, cruzado sobre las rodillas y acostado","Hips","lyfta","19361101","lyfta_entry_without_local_image"
"Estiramiento de glÃºteos sentado con la rodilla doblada hasta el pecho","Hips","lyfta","19371101","lyfta_entry_without_local_image"
"Estiramiento de cadera sentado con pierna ligeramente doblada","Hips","lyfta","19381101","lyfta_entry_without_local_image"
"Estiramiento de glÃºteos sentado con el pie hasta el pecho","Hips","lyfta","19401101","lyfta_entry_without_local_image"
"Estiramiento del rotador externo de la cadera","Thighs","lyfta","19441101","lyfta_entry_without_local_image"
"Estiramiento de cadera y flexiÃ³n de piernas de pie","Hips","lyfta","19461101","lyfta_entry_without_local_image"
"Estiramiento de cadera rotacional sentado","Hips","lyfta","19481101","lyfta_entry_without_local_image"
"Estiramiento del flexor de la cadera de pie","Thighs","lyfta","19491101","lyfta_entry_without_local_image"
"Estiramiento de cuÃ¡driceps en caja","Thighs","lyfta","19541101","lyfta_entry_without_local_image"
"Estiramiento de espinilla de pie","Calves","lyfta","19571101","lyfta_entry_without_local_image"
"Estiramiento extensor del dedo del pie de pie","Calves","lyfta","19581101","lyfta_entry_without_local_image"
"Estiramiento de espinilla de rodillas dobles","Calves","lyfta","19601101","lyfta_entry_without_local_image"
"Estiramiento del dedo del pie en cuclillas","Calves","lyfta","19611101","lyfta_entry_without_local_image"
"Estiramiento extensor del dedo del pie sentado","Calves","lyfta","19621101","lyfta_entry_without_local_image"
"Extensor del dedo sentado y estiramiento del everter del pie","Calves","lyfta","19631101","lyfta_entry_without_local_image"
"Estiramiento del extensor del dedo del pie sentado y del inversor del pie","Calves","lyfta","19641101","lyfta_entry_without_local_image"
"Estiramiento del flexor del dedo de pie","Calves","lyfta","19681101","lyfta_entry_without_local_image"
"Estiramiento de hombros erguidos de pie","Shoulders","lyfta","19701101","lyfta_entry_without_local_image"
"Estiramiento inverso del hombro","Shoulders","lyfta","19711101","lyfta_entry_without_local_image"
"Estiramiento del aductor y retractor del extensor del hombro","Shoulders","lyfta","19781101","lyfta_entry_without_local_image"
"Estiramiento de hombros a travÃ©s del pecho","Shoulders","lyfta","19801101","lyfta_entry_without_local_image"
"Estiramiento de alcance hacia arriba del hombro","Back","lyfta","19831101","lyfta_entry_without_local_image"
"Estiramiento de los rotadores del brazo hacia arriba","Shoulders","lyfta","19861101","lyfta_entry_without_local_image"
"Estiramiento de los rotadores del brazo hacia abajo","Shoulders","lyfta","19871101","lyfta_entry_without_local_image"
"Empujes de cadera con una sola pierna","Hips","lyfta","20711101","lyfta_entry_without_local_image"
"Estiramiento del transportador y elevador del aductor del hombro","Shoulders","lyfta","20871101","lyfta_entry_without_local_image"
"Estiramiento de dedos","Forearms","lyfta","20891101","lyfta_entry_without_local_image"
"Estiramiento del antebrazo con las palmas hacia afuera","Forearms","lyfta","20901101","lyfta_entry_without_local_image"
"Estiramiento del antebrazo con los dedos hacia abajo","Forearms","lyfta","20911101","lyfta_entry_without_local_image"
"Estiramiento de los dedos de separaciÃ³n","Forearms","lyfta","20971101","lyfta_entry_without_local_image"
"Estiramiento del talÃ³n de Aquiles inclinado hacia atrÃ¡s","Calves","lyfta","21041101","lyfta_entry_without_local_image"
"Estiramiento de vaca","Hips Waist","lyfta","21071101","lyfta_entry_without_local_image"
"Estiramiento del estÃ³mago inclinado hacia atrÃ¡s de pie","Waist","lyfta","21081101","lyfta_entry_without_local_image"
"Estiramiento giratorio del estÃ³mago","Waist","lyfta","21111101","lyfta_entry_without_local_image"
"ExtensiÃ³n de cadera apoyada desde atrÃ¡s","Back Waist","lyfta","21121101","lyfta_entry_without_local_image"
"Estiramiento de rodillas tumbadas","Hips Waist","lyfta","21161101","lyfta_entry_without_local_image"
"Estiramiento lateral sentado","Waist","lyfta","21181101","lyfta_entry_without_local_image"
"InclinaciÃ³n lateral acostada","Back Waist","lyfta","21211101","lyfta_entry_without_local_image"
"Estiramiento de oblicuos asistido","Back Waist","lyfta","21231101","lyfta_entry_without_local_image"
"InclinaciÃ³n lateral en el suelo arrodillÃ¡ndose","Waist","lyfta","21241101","lyfta_entry_without_local_image"
"Los agricultores caminan","Thighs","lyfta","21331101","lyfta_entry_without_local_image"
"Hip Thrust con palanca con banda de resistencia","Hips","lyfta","21471101","lyfta_entry_without_local_image"
"Almeja de banda de resistencia","Hips","lyfta","21501101","lyfta_entry_without_local_image"
"Plancha lateral con banda de resistencia","Hips Waist","lyfta","21641101","lyfta_entry_without_local_image"
"Marcha con puente de cadera en decÃºbito supino con banda de resistencia","Hamstrings Thighs","lyfta","21661101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps declinada con barra EZ","Triceps Upper Arms","lyfta","21861101","lyfta_entry_without_local_image"
"Press de banca con agarre cerrado invertido con barra","Triceps Upper Arms","lyfta","21871101","lyfta_entry_without_local_image"
"Rollo de isquiotibiales sentado en el suelo","Hamstrings Thighs","lyfta","22031101","lyfta_entry_without_local_image"
"Rollo del recto femoral","Quadriceps Thighs","lyfta","22041101","lyfta_entry_without_local_image"
"Remo sentado en cable","Back","lyfta","22451101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps aÃ©rea con cable","Triceps Upper Arms","lyfta","22481101","lyfta_entry_without_local_image"
"Crunch con rodillo abdominal","Waist","lyfta","22691101","lyfta_entry_without_local_image"
"Pinchazo. Boxeo","Plyometrics","lyfta","22721101","lyfta_entry_without_local_image"
"Uppercut izquierdo. Boxeo","Plyometrics","lyfta","22751101","lyfta_entry_without_local_image"
"ExtensiÃ³n del cuello de la palanca","Neck","lyfta","22821101","lyfta_entry_without_local_image"
"FlexiÃ³n del lado derecho del cuello con palanca","Neck","lyfta","22841101","lyfta_entry_without_local_image"
"Jersey de palanca","Back","lyfta","22851101","lyfta_entry_without_local_image"
"Press de piernas alternativo con palanca","Thighs","lyfta","22871101","lyfta_entry_without_local_image"
"Manos de agarre de palanca","Forearms","lyfta","22881101","lyfta_entry_without_local_image"
"Prensa de pantorrilla con palanca","Calves","lyfta","22891101","lyfta_entry_without_local_image"
"Curl predicador Zottman de pie con mancuernas","Biceps Upper Arms","lyfta","22931101","lyfta_entry_without_local_image"
"Curl predicador Zottman con mancuernas","Biceps Upper Arms","lyfta","22941101","lyfta_entry_without_local_image"
"Rodillas dobladas en fila invertida","Back","lyfta","23001101","lyfta_entry_without_local_image"
"Patada rÃ¡pida frontal. kickboxing","Plyometrics","lyfta","23051101","lyfta_entry_without_local_image"
"Patada de gancho giratorio. kickboxing","Plyometrics","lyfta","23061101","lyfta_entry_without_local_image"
"Patada con empuje del talÃ³n. kickboxing","Plyometrics","lyfta","23091101","lyfta_entry_without_local_image"
"Patada giratoria hacia atrÃ¡s. kickboxing","Plyometrics","lyfta","23101101","lyfta_entry_without_local_image"
"Acostado codo a rodilla","Waist","lyfta","23121101","lyfta_entry_without_local_image"
"AducciÃ³n de cadera con cable","Hips","lyfta","23131101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral con mancuernas de pie y brazo doblado","Shoulders","lyfta","23161101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral del brazo doblado sentado con mancuernas","Shoulders","lyfta","23171101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps interno de pie con mancuernas","Biceps Upper Arms","lyfta","23211101","lyfta_entry_without_local_image"
"Flexiones estrechas sobre una pelota de ejercicio","Triceps Upper Arms","lyfta","23281101","lyfta_entry_without_local_image"
"Bicicleta elÃ­ptica","AerÃ³bico","lyfta+predefined","23311101","lyfta_entry_without_local_image"
"Press de pantorrillas tumbado en trineo","Calves","lyfta","23341101","lyfta_entry_without_local_image"
"Press de pantorrillas sentado con palanca","Calves","lyfta","23351101|25581101","lyfta_entry_without_local_image"
"Press de banca con pecho - GlÃºteos","Chest","lyfta","23381101","lyfta_entry_without_local_image"
"Press de banca de pecho - Ancho de agarre","Chest","lyfta","23391101","lyfta_entry_without_local_image"
"Press de banca de pecho - Hombros","Chest","lyfta","23401101","lyfta_entry_without_local_image"
"Press de banca de pecho - Brazos","Chest","lyfta","23411101","lyfta_entry_without_local_image"
"Press de banca de pecho - Codos","Chest","lyfta","23421101","lyfta_entry_without_local_image"
"Crujido - Espalda","Waist","lyfta","23441101","lyfta_entry_without_local_image"
"Sentadilla en trineo - Piernas","Thighs","lyfta","23451101","lyfta_entry_without_local_image"
"InmersiÃ³n en banco - brazos hacia atrÃ¡s","Upper Arms","lyfta","23461101","lyfta_entry_without_local_image"
"Curl predicador - MuÃ±ecas","Biceps Upper Arms","lyfta","23481101","lyfta_entry_without_local_image"
"Plancha lateral - trasero","Waist","lyfta","23491101","lyfta_entry_without_local_image"
"Flexiones - PosiciÃ³n inicial","Chest","lyfta","23501101","lyfta_entry_without_local_image"
"Flexiones - PosiciÃ³n final","Chest","lyfta","23511101","lyfta_entry_without_local_image"
"Eslingadores de brazo colgando piernas de rodilla dobladas","Waist","lyfta","23551101","lyfta_entry_without_local_image"
"Sentadilla con barra - Rodillas - PosiciÃ³n media","Thighs","lyfta","23601101","lyfta_entry_without_local_image"
"Sentadilla con barra - Caderas","Thighs","lyfta","23611101","lyfta_entry_without_local_image"
"Inmersiones de pecho con agarre ancho en barras paralelas altas","Chest","lyfta","23631101","lyfta_entry_without_local_image"
"InmersiÃ³n de pecho con agarre ancho asistido","Chest","lyfta","23641101","lyfta_entry_without_local_image"
"Estocada trasera con mancuernas desde el escalÃ³n","Quadriceps Thighs","lyfta","23671101","lyfta_entry_without_local_image"
"Sentadillas divididas","Quadriceps Thighs","lyfta","23681101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps de pie con mancuernas","Triceps Upper Arms","lyfta","23901101","lyfta_entry_without_local_image"
"Press de banca con agarre cerrado y barra","Triceps Upper Arms","lyfta","23911101","lyfta_entry_without_local_image"
"FlexiÃ³n de trÃ­ceps con agarre inverso con cable","Triceps Upper Arms","lyfta","24061101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral inclinada con un solo brazo con mancuernas","Shoulders","lyfta","24151101","lyfta_entry_without_local_image"
"AbducciÃ³n Acostada Con Banda De Resistencia","Hips","lyfta","24211101","lyfta_entry_without_local_image"
"HiperextensiÃ³n del piso con banda de resistencia","Back","lyfta","24231101","lyfta_entry_without_local_image"
"ElevaciÃ³n de pantorrilla con banda de resistencia","Calves","lyfta","24251101","lyfta_entry_without_local_image"
"Crujiente de rana","Waist","lyfta","24291101|25221101","lyfta_entry_without_local_image"
"Contragolpe con mancuernas","Triceps Upper Arms","lyfta","24371101","lyfta_entry_without_local_image"
"Mosca media del cable","Chest","lyfta","24391101","lyfta_entry_without_local_image"
"Bola de pared","Quadriceps Thighs","lyfta","24581101","lyfta_entry_without_local_image"
"Voltear el neumÃ¡tico","Thighs","lyfta","24591101","lyfta_entry_without_local_image"
"InmersiÃ³n de pecho en barra recta","Chest","lyfta","24621101","lyfta_entry_without_local_image"
"Toque del dedo del pie con banda de resistencia","Hips","lyfta","24631101","lyfta_entry_without_local_image"
"Jumping Jack con banda de resistencia","Plyometrics","lyfta","24651101","lyfta_entry_without_local_image"
"ElevaciÃ³n de deltoides posteriores con mancuernas tumbadas en el suelo","Shoulders","lyfta","24701101","lyfta_entry_without_local_image"
"3 4 SiÃ©ntate","Waist","lyfta","24761101","lyfta_entry_without_local_image"
"Curl inverso con barra","Forearms","lyfta","24791101","lyfta_entry_without_local_image"
"Cable cruzado sobre marcha atrÃ¡s","Shoulders","lyfta","24921101","lyfta_entry_without_local_image"
"Curl con agarre inverso con barra EZ","Biceps Upper Arms","lyfta","24981101","lyfta_entry_without_local_image"
